OBJECTID,LSTRNMID,LSTRNM,RSTRNMID,RSTRNM,postcode,DISTRICT,GISID,EINDSTRNM,EINDGEOM,LABEL_LSTRNM,LABEL_RSTRNM,RRSTRAATCODE_RSTRNM,RRSTRAATCODE_LSTRNM,RRSTRAATCODE_POSTCODE_LSTRNM,RRSTRAATCODE_POSTCODE_RSTRNM,STRAATNAAMID_12,RRSTRAATCODE_12,SHAPE_Length
10070,-9, ,-9, ,2060,Antwerpen,1347452060,,, , ,,,,,,,21.0050636968908
10071,-9, ,-9, ,2180,Ekeren,1390192180,,, , ,,,,,,,112.08171919516
10072,-9, ,-9, ,2040,Berendrecht-Zandvliet-Lillo,10479602040,,, , ,,,,,,,16.2387402934449
10073,-9, ,-9, ,2050,Antwerpen,1004252050,,, , ,,,,,,,144.58423215886
10074,-9, ,-9, ,2180,Ekeren,4206452180,,, , ,,,,,,,45.4270907417865
10075,-9, ,-9, ,2610,Wilrijk,11019342610,,, , ,,,,,,,34.6294181793788
10076,-9, ,-9, ,2660,Hoboken,11035152660,,, , ,,,,,,,107.848737880767
10077,-9, ,-9, ,2050,Antwerpen,11044292050,,, , ,,,,,,,39.7311351318407
10078,-9, ,-9, ,2020,Antwerpen,4861002020,,, , ,,,,,,,41.9439383594896
10079,-9, ,-9, ,2020,Antwerpen,11048242020,,, , ,,,,,,,31.3908231038011
10080,-9, ,-9, ,2180,Ekeren,777292180,,, , ,,,,,,,14.1782386034033
10081,-9, ,-9, ,2040,Berendrecht-Zandvliet-Lillo,5365682040,,, , ,,,,,,,125.264497864624
10082,-9, ,-9, ,2600,Berchem,990862600,,, , ,,,,,,,8.92166536903361
10083,-9, ,-9, ,2040,Berendrecht-Zandvliet-Lillo,4727442040,,, , ,,,,,,,115.435912332535
10084,-9, ,-9, ,2100,Deurne,11013082100,,, , ,,,,,,,17.2269291736397
10085,-9, ,-9, ,2030,Antwerpen,4814562030,,, , ,,,,,,,72.1844286046308
10086,-9, ,-9, ,2050,Antwerpen,11024032050,,, , ,,,,,,,84.8900226416599
10087,-9, ,-9, ,2100,Deurne,892012100,,, , ,,,,,,,18.3207948497022
10088,-9, ,-9, ,2040,Berendrecht-Zandvliet-Lillo,4749532040,,, , ,,,,,,,73.1271072759518
10089,-9, ,-9, ,2040,Berendrecht-Zandvliet-Lillo,9842902040,,, , ,,,,,,,23.1510173305648
10090,-9, ,-9, ,2040,Berendrecht-Zandvliet-Lillo,5552372040,,, , ,,,,,,,120.078181416758
10091,-9, ,-9, ,2100,Deurne,5334352100,,, , ,,,,,,,130.293373576521
10092,-9, ,-9, ,2030,Antwerpen,5691112030,,, , ,,,,,,,43.4986094342577
10093,-9, ,-9, ,2040,Berendrecht-Zandvliet-Lillo,4694122040,,, , ,,,,,,,125.111661329288
10094,-9, ,-9, ,2100,Deurne,11015462100,,, , ,,,,,,,32.0687410390444
10095,-9, ,-9, ,2030,Antwerpen,11050402030,,, , ,,,,,,,64.8629639427937
10096,-9, ,-9, ,2660,Hoboken,10545032660,,, , ,,,,,,,8.39784212496814
10097,-9, ,-9, ,2030,Antwerpen,5484762030,,, , ,,,,,,,258.98916797101
10098,-9, ,-9, ,2050,Antwerpen,11031872050,,, , ,,,,,,,39.0606762764328
10099,-9, ,-9, ,2040,Berendrecht-Zandvliet-Lillo,4667332040,,, , ,,,,,,,95.3935087563183
10100,-9, ,-9, ,2180,Ekeren,1156592180,,, , ,,,,,,,227.241014686175
10101,-9, ,-9, ,2000,Antwerpen,5569592000,,, , ,,,,,,,179.972190652997
10102,-9, ,-9, ,2040,Berendrecht-Zandvliet-Lillo,5716852040,,, , ,,,,,,,105.859569171172
10103,-9, ,-9, ,2050,Antwerpen,11031252050,,, , ,,,,,,,91.6427314649887
10104,-9, ,-9, ,2660,Hoboken,11024612660,,, , ,,,,,,,190.559151270958
10105,-9, ,-9, ,2040,Berendrecht-Zandvliet-Lillo,5522242040,,, , ,,,,,,,141.180111824372
10106,-9, ,-9, ,2100,Deurne,1003652100,,, , ,,,,,,,29.2203154697506
10107,-9, ,-9, ,2180,Ekeren,10420672180,,, , ,,,,,,,36.6709533858847
10108,-9, ,-9, ,2170,Merksem,10561782170,,, , ,,,,,,,43.5959418786183
10109,-9, ,-9, ,2040,Berendrecht-Zandvliet-Lillo,4689372040,,, , ,,,,,,,344.415381376399
10110,-9, ,-9, ,2000,Antwerpen,4876062000,,, , ,,,,,,,28.8572571606176
10111,-9, ,-9, ,2020,Antwerpen,11020412020,,, , ,,,,,,,18.5516596411407
10112,-9, ,-9, ,2610,Wilrijk,4866372610,,, , ,,,,,,,83.1012677110866
10113,-9, ,-9, ,2060,Antwerpen,4647432060,,, , ,,,,,,,27.340647783345
10114,-9, ,-9, ,2100,Deurne,1006412100,,, , ,,,,,,,82.6762772373494
10115,-9, ,-9, ,2100,Deurne,11010232100,,, , ,,,,,,,8.68552718344615
10116,-9, ,-9, ,2180,Ekeren,4479462180,,, , ,,,,,,,114.446280625341
10117,-9, ,-9, ,2030,Antwerpen,4234132030,,, , ,,,,,,,97.7752524145177
10118,-9, ,-9, ,2040,Berendrecht-Zandvliet-Lillo,1080482040,,, , ,,,,,,,87.8612321691898
10119,-9, ,-9, ,2030,Antwerpen,4050312030,,, , ,,,,,,,264.08953897352
10120,-9, ,-9, ,2030,Antwerpen,5265852030,,, , ,,,,,,,36.22057513638
10121,-9, ,-9, ,2100,Deurne,11311912100,,, , ,,,,,,,380.999297906734
10122,-9, ,-9, ,2050,Antwerpen,5545132050,,, , ,,,,,,,44.7811952251126
10123,-9, ,-9, ,2100,Deurne,11009912100,,, , ,,,,,,,69.1692242457108
10124,-9, ,-9, ,2660,Hoboken,11035562660,,, , ,,,,,,,334.694950474917
10125,-9, ,-9, ,2180,Ekeren,5287542180,,, , ,,,,,,,48.4855623793861
10126,-9, ,-9, ,2040,Berendrecht-Zandvliet-Lillo,11012382040,,, , ,,,,,,,56.4093085232065
10127,-9, ,-9, ,2170,Merksem,10751402170,,, , ,,,,,,,53.0580555570765
10128,-9, ,-9, ,2100,Deurne,971582100,,, , ,,,,,,,21.6366579988767
10129,-9, ,-9, ,2610,Wilrijk,880882610,,, , ,,,,,,,87.2477017493478
10130,-9, ,-9, ,2030,Antwerpen,10751222030,,, , ,,,,,,,13.3708815499601
10131,-9, ,-9, ,2050,Antwerpen,11032432050,,, , ,,,,,,,44.2658638618902
10132,-9, ,-9, ,2050,Antwerpen,1161772050,,, , ,,,,,,,166.401670938742
10133,-9, ,-9, ,2020,Antwerpen,774232020,,, , ,,,,,,,35.1301173628984
10134,-9, ,-9, ,2100,Deurne,4959542100,,, , ,,,,,,,11.9161488842061
10135,-9, ,-9, ,2610,Wilrijk,11018732610,,, , ,,,,,,,97.345814281362
10136,-9, ,-9, ,2030,Antwerpen,1182192030,,, , ,,,,,,,28.8747327554747
10137,-9, ,-9, ,2050,Antwerpen,1163522050,,, , ,,,,,,,320.308550103175
10138,-9, ,-9, ,2660,Hoboken,939622660,,, , ,,,,,,,57.2075197708432
10139,-9, ,-9, ,2660,Hoboken,4927052660,,, , ,,,,,,,115.562344286305
10140,-9, ,-9, ,2030,Antwerpen,4813682030,,, , ,,,,,,,23.8762064850277
10141,-9, ,-9, ,2180,Ekeren,4717482180,,, , ,,,,,,,124.124266105286
10142,-9, ,-9, ,2170,Merksem,10752582170,,, , ,,,,,,,30.1550187791319
10143,-9, ,-9, ,2100,Deurne,4055052100,,, , ,,,,,,,10.3021918464658
10144,-9, ,-9, ,2000,Antwerpen,4832562000,,, , ,,,,,,,55.8415570268269
10145,-9, ,-9, ,2600,Berchem,11310062600,,, , ,,,,,,,25.7766696027382
10146,-9, ,-9, ,2100,Deurne,11008562100,,, , ,,,,,,,159.839715550873
10147,-9, ,-9, ,2050,Antwerpen,1269032050,,, , ,,,,,,,43.870548207197
10148,-9, ,-9, ,2050,Antwerpen,11034892050,,, , ,,,,,,,76.2647767418386
10149,-9, ,-9, ,2040,Berendrecht-Zandvliet-Lillo,5583992040,,, , ,,,,,,,127.827762211579
10150,-9, ,-9, ,2050,Antwerpen,11021462050,,, , ,,,,,,,136.531024207692
10151,-9, ,-9, ,2030,Antwerpen,11033402030,,, , ,,,,,,,34.6994376358035
10152,-9, ,-9, ,2040,Berendrecht-Zandvliet-Lillo,4619602040,,, , ,,,,,,,15.7840315554277
10153,-9, ,-9, ,2040,Berendrecht-Zandvliet-Lillo,5583292040,,, , ,,,,,,,114.509046621848
10154,-9, ,-9, ,2040,Berendrecht-Zandvliet-Lillo,11017242040,,, , ,,,,,,,93.7412847309133
10155,-9, ,-9, ,2600,Berchem,11036192600,,, , ,,,,,,,11.5626870699003
10156,-9, ,-9, ,2050,Antwerpen,11021402050,,, , ,,,,,,,41.7036945315242
10157,-9, ,-9, ,2100,Deurne,1266562100,,, , ,,,,,,,51.5117605852876
10158,-9, ,-9, ,2100,Deurne,4048762100,,, , ,,,,,,,1.8055714795376
10159,-9, ,-9, ,2040,Berendrecht-Zandvliet-Lillo,5452722040,,, , ,,,,,,,37.3818725028249
10160,-9, ,-9, ,2040,Berendrecht-Zandvliet-Lillo,1429952040,,, , ,,,,,,,94.244721066868
10161,-9, ,-9, ,2100,Deurne,754812100,,, , ,,,,,,,24.7071739475435
10162,-9, ,-9, ,2018,Antwerpen,11262512018,,, , ,,,,,,,19.4921157079308
10163,-9, ,-9, ,2000,Antwerpen,11041342000,,, , ,,,,,,,20.979965041285
10164,-9, ,-9, ,2610,Wilrijk,11020072610,,, , ,,,,,,,31.3061040246475
10165,-9, ,-9, ,2040,Berendrecht-Zandvliet-Lillo,881672040,,, , ,,,,,,,50.2450390397268
10166,-9, ,-9, ,2660,Hoboken,1162362660,,, , ,,,,,,,89.5882424105685
10167,-9, ,-9, ,2000,Antwerpen,11042782000,,, , ,,,,,,,46.5813517723283
10168,-9, ,-9, ,2170,Merksem,11033662170,,, , ,,,,,,,33.8004963364744
10169,-9, ,-9, ,2050,Antwerpen,1170652050,,, , ,,,,,,,35.2325329909259
10170,-9, ,-9, ,2030,Antwerpen,5656002030,,, , ,,,,,,,37.6909362003335
10171,-9, ,-9, ,2020,Antwerpen,11036582020,,, , ,,,,,,,173.727378939625
10172,-9, ,-9, ,2610,Wilrijk,4456542610,,, , ,,,,,,,28.3255346905479
10173,-9, ,-9, ,2660,Hoboken,4752262660,,, , ,,,,,,,8.4245004587705
10174,-9, ,-9, ,2660,Hoboken,5412302660,,, , ,,,,,,,59.4491756821232
10175,-9, ,-9, ,2170,Merksem,5406022170,,, , ,,,,,,,12.2081894754497
10176,-9, ,-9, ,2050,Antwerpen,1205162050,,, , ,,,,,,,130.457342398718
10177,-9, ,-9, ,2050,Antwerpen,5442312050,,, , ,,,,,,,61.6887098154928
10178,-9, ,-9, ,2100,Deurne,4462832100,,, , ,,,,,,,25.7201681396685
10179,-9, ,-9, ,2000,Antwerpen,1255452000,,, , ,,,,,,,26.7175684120442
10180,-9, ,-9, ,2180,Ekeren,4787152180,,, , ,,,,,,,64.422923675172
10181,-9, ,-9, ,2100,Deurne,11008612100,,, , ,,,,,,,102.734492850807
10182,-9, ,-9, ,2030,Antwerpen,4969572030,,, , ,,,,,,,87.324504826707
10183,-9, ,-9, ,2660,Hoboken,5385832660,,, , ,,,,,,,30.1388840358162
10184,-9, ,-9, ,2140,Borgerhout,1130202140,,, , ,,,,,,,28.4198236530519
10185,-9, ,-9, ,2100,Deurne,1130202100,,, , ,,,,,,,7.91395313525959
10186,-9, ,-9, ,2610,Wilrijk,854602610,,, , ,,,,,,,31.598102741175
10187,-9, ,-9, ,2180,Ekeren,10419592180,,, , ,,,,,,,38.3077376863134
10188,-9, ,-9, ,2050,Antwerpen,4102512050,,, , ,,,,,,,77.9022293423074
10189,-9, ,-9, ,2020,Antwerpen,11020242020,,, , ,,,,,,,15.2815717790908
10190,-9, ,-9, ,2018,Antwerpen,11310622018,,, , ,,,,,,,155.896367005332
10191,-9, ,-9, ,2100,Deurne,11014562100,,, , ,,,,,,,70.5079593184602
10192,-9, ,-9, ,2170,Merksem,10752642170,,, , ,,,,,,,30.8354336417952
10193,-9, ,-9, ,2100,Deurne,1308852100,,, , ,,,,,,,7.46555449740589
10194,-9, ,-9, ,2020,Antwerpen,11031312020,,, , ,,,,,,,58.6675235208662
10195,-9, ,-9, ,2020,Antwerpen,5513312020,,, , ,,,,,,,35.7869522752473
10196,-9, ,-9, ,2170,Merksem,9844242170,,, , ,,,,,,,14.394894859798
10197,-9, ,-9, ,2610,Wilrijk,779482610,,, , ,,,,,,,18.1279796253373
10198,-9, ,-9, ,2100,Deurne,808122100,,, , ,,,,,,,108.607208437549
10199,-9, ,-9, ,2100,Deurne,4684392100,,, , ,,,,,,,120.535952893912
10200,-9, ,-9, ,2170,Merksem,5367332170,,, , ,,,,,,,70.9412462415593
10201,-9, ,-9, ,2050,Antwerpen,877672050,,, , ,,,,,,,38.9553243115053
10202,-9, ,-9, ,2018,Antwerpen,5323282018,,, , ,,,,,,,41.6351494897581
10203,-9, ,-9, ,2170,Merksem,5325572170,,, , ,,,,,,,76.1688341667607
10204,-9, ,-9, ,2050,Antwerpen,10479892050,,, , ,,,,,,,30.448596590186
10205,-9, ,-9, ,2660,Hoboken,11028132660,,, , ,,,,,,,27.5332954778062
10206,-9, ,-9, ,2170,Merksem,972802170,,, , ,,,,,,,24.2644155227127
10207,-9, ,-9, ,2030,Antwerpen,5489562030,,, , ,,,,,,,18.1987533937159
10208,-9, ,-9, ,2600,Berchem,11008732600,,, , ,,,,,,,6.70165157329785
10209,-9, ,-9, ,2660,Hoboken,5421322660,,, , ,,,,,,,73.7031969065
10210,-9, ,-9, ,2040,Berendrecht-Zandvliet-Lillo,4965412040,,, , ,,,,,,,63.8391359616173
10211,-9, ,-9, ,2100,Deurne,751762100,,, , ,,,,,,,13.9492280665929
10212,-9, ,-9, ,2660,Hoboken,1183792660,,, , ,,,,,,,88.3563289614246
10213,-9, ,-9, ,2000,Antwerpen,11048442000,,, , ,,,,,,,37.325554602261
10214,-9, ,-9, ,2030,Antwerpen,5526372030,,, , ,,,,,,,15.9300166035133
10215,-9, ,-9, ,2050,Antwerpen,1416202050,,, , ,,,,,,,19.9709872059882
10216,-9, ,-9, ,2610,Wilrijk,867632610,,, , ,,,,,,,29.9905066742729
10217,-9, ,-9, ,2020,Antwerpen,5293902020,,, , ,,,,,,,234.779020179386
10218,-9, ,-9, ,2030,Antwerpen,10751162030,,, , ,,,,,,,18.9437999986112
10219,-9, ,-9, ,2050,Antwerpen,11023612050,,, , ,,,,,,,44.7103362373488
10220,-9, ,-9, ,2040,Berendrecht-Zandvliet-Lillo,4229272040,,, , ,,,,,,,73.9896921176594
10221,-9, ,-9, ,2610,Wilrijk,5559032610,,, , ,,,,,,,52.7250504170511
10222,-9, ,-9, ,2180,Ekeren,1180812180,,, , ,,,,,,,55.5488024456143
10223,-9, ,-9, ,2170,Merksem,909312170,,, , ,,,,,,,11.4157430347892
10224,-9, ,-9, ,2030,Antwerpen,5353142030,,, , ,,,,,,,53.1012696069346
10225,-9, ,-9, ,2020,Antwerpen,11058232020,,, , ,,,,,,,180.083609615875
10226,-9, ,-9, ,2170,Merksem,5452782170,,, , ,,,,,,,47.3043099472982
10227,-9, ,-9, ,2660,Hoboken,1276422660,,, , ,,,,,,,38.1949518147782
10228,-9, ,-9, ,2060,Antwerpen,11040362060,,, , ,,,,,,,18.4987966920297
10229,-9, ,-9, ,2170,Merksem,1191842170,,, , ,,,,,,,84.6683264161371
10230,-9, ,-9, ,2180,Ekeren,4206422180,,, , ,,,,,,,36.1727946316391
10231,-9, ,-9, ,2140,Borgerhout,5390932140,,, , ,,,,,,,15.1272083561972
10232,-9, ,-9, ,2020,Antwerpen,5569532020,,, , ,,,,,,,46.586472131934
10233,-9, ,-9, ,2170,Merksem,5440522170,,, , ,,,,,,,442.277345747502
10234,-9, ,-9, ,2100,Deurne,11012062100,,, , ,,,,,,,29.7463625555007
10235,-9, ,-9, ,2040,Berendrecht-Zandvliet-Lillo,5607922040,,, , ,,,,,,,40.384047721902
10236,-9, ,-9, ,2140,Borgerhout,1130122140,,, , ,,,,,,,18.0458185917881
10237,-9, ,-9, ,2050,Antwerpen,5367782050,,, , ,,,,,,,37.3361004106163
10238,-9, ,-9, ,2000,Antwerpen,10481052000,,, , ,,,,,,,77.8182453531079
10239,-9, ,-9, ,2610,Wilrijk,4632802610,,, , ,,,,,,,112.378650512373
10240,-9, ,-9, ,2140,Borgerhout,11058102140,,, , ,,,,,,,2.29510170503955
10241,-9, ,-9, ,2030,Antwerpen,5714622030,,, , ,,,,,,,120.342396578418
10242,-9, ,-9, ,2020,Antwerpen,745382020,,, , ,,,,,,,206.323969608055
10243,-9, ,-9, ,2600,Berchem,1182492600,,, , ,,,,,,,78.3977000572501
10244,-9, ,-9, ,2040,Berendrecht-Zandvliet-Lillo,4879862040,,, , ,,,,,,,280.752375621926
10245,-9, ,-9, ,2000,Antwerpen,9838972000,,, , ,,,,,,,52.0482469842038
10246,-9, ,-9, ,2660,Hoboken,11261252660,,, , ,,,,,,,13.9493040598267
10247,-9, ,-9, ,2610,Wilrijk,5577392610,,, , ,,,,,,,49.7941597013129
10248,-9, ,-9, ,2000,Antwerpen,11234402000,,, , ,,,,,,,82.3874085551065
10249,-9, ,-9, ,2030,Antwerpen,4772932030,,, , ,,,,,,,95.8657485913784
10250,-9, ,-9, ,2018,Antwerpen,5400502018,,, , ,,,,,,,108.772316565166
10251,-9, ,-9, ,2000,Antwerpen,11038152000,,, , ,,,,,,,196.465589729814
10252,-9, ,-9, ,2040,Berendrecht-Zandvliet-Lillo,5456602040,,, , ,,,,,,,18.4944963399901
10253,-9, ,-9, ,2020,Antwerpen,5544622020,,, , ,,,,,,,68.3102128019925
10254,-9, ,-9, ,2100,Deurne,11038062100,,, , ,,,,,,,58.6114425652868
10255,-9, ,-9, ,2040,Berendrecht-Zandvliet-Lillo,1335352040,,, , ,,,,,,,239.690414968182
10256,-9, ,-9, ,2660,Hoboken,11029872660,,, , ,,,,,,,54.6422640299951
10257,-9, ,-9, ,2040,Berendrecht-Zandvliet-Lillo,4968612040,,, , ,,,,,,,61.6843729135437
10258,-9, ,-9, ,2100,Deurne,1342942100,,, , ,,,,,,,149.178872350389
10259,-9, ,-9, ,2660,Hoboken,1183682660,,, , ,,,,,,,10.9548701777714
10260,-9, ,-9, ,2660,Hoboken,1217402660,,, , ,,,,,,,223.962023766709
10261,-9, ,-9, ,2050,Antwerpen,11031232050,,, , ,,,,,,,74.7156830636647
10262,-9, ,-9, ,2050,Antwerpen,11031192050,,, , ,,,,,,,50.3268131464222
10263,-9, ,-9, ,2040,Berendrecht-Zandvliet-Lillo,9842862040,,, , ,,,,,,,48.8857944099088
10264,-9, ,-9, ,2040,Berendrecht-Zandvliet-Lillo,4999482040,,, , ,,,,,,,455.322174473302
10265,-9, ,-9, ,2100,Deurne,950162100,,, , ,,,,,,,17.3316363316669
10266,-9, ,-9, ,2100,Deurne,11014072100,,, , ,,,,,,,38.0440290692018
10267,-9, ,-9, ,2040,Berendrecht-Zandvliet-Lillo,4836152040,,, , ,,,,,,,48.7977000438609
10268,-9, ,-9, ,2660,Hoboken,4205642660,,, , ,,,,,,,16.5310406354845
10269,-9, ,-9, ,2018,Antwerpen,11037012018,,, , ,,,,,,,29.6897670221517
10270,-9, ,-9, ,2600,Berchem,759062600,,, , ,,,,,,,114.422597767055
10271,-9, ,-9, ,2050,Antwerpen,4865902050,,, , ,,,,,,,44.9932500093172
10272,-9, ,-9, ,2050,Antwerpen,930132050,,, , ,,,,,,,225.262137709358
10273,-9, ,-9, ,2170,Merksem,5585282170,,, , ,,,,,,,10.3070510241952
10274,-9, ,-9, ,2018,Antwerpen,9829472018,,, , ,,,,,,,36.904457013183
10275,-9, ,-9, ,2660,Hoboken,11312112660,,, , ,,,,,,,64.6520594129579
10276,-9, ,-9, ,2000,Antwerpen,743692000,,, , ,,,,,,,47.4515620682794
10277,-9, ,-9, ,2030,Antwerpen,11022202030,,, , ,,,,,,,32.6176940365095
10278,-9, ,-9, ,2020,Antwerpen,11022872020,,, , ,,,,,,,32.0632715685434
10279,-9, ,-9, ,2040,Berendrecht-Zandvliet-Lillo,5622962040,,, , ,,,,,,,276.735142558714
10280,-9, ,-9, ,2000,Antwerpen,10540362000,,, , ,,,,,,,203.070743138805
10281,-9, ,-9, ,2660,Hoboken,4501542660,,, , ,,,,,,,198.504493978393
10282,-9, ,-9, ,2060,Antwerpen,9847112060,,, , ,,,,,,,51.5331819810745
10283,-9, ,-9, ,2610,Wilrijk,4980732610,,, , ,,,,,,,52.0437122624332
10284,-9, ,-9, ,2030,Antwerpen,5540902030,,, , ,,,,,,,94.2549420088172
10285,-9, ,-9, ,2040,Berendrecht-Zandvliet-Lillo,4611612040,,, , ,,,,,,,348.78855118126
10286,-9, ,-9, ,2660,Hoboken,1217152660,,, , ,,,,,,,211.823523730928
10287,-9, ,-9, ,2050,Antwerpen,947452050,,, , ,,,,,,,104.440583868194
10288,-9, ,-9, ,2050,Antwerpen,11033282050,,, , ,,,,,,,9.89187558356657
10289,-9, ,-9, ,2100,Deurne,11245542100,,, , ,,,,,,,13.7426993278538
10290,-9, ,-9, ,2170,Merksem,5585242170,,, , ,,,,,,,96.978740456504
10291,-9, ,-9, ,2040,Berendrecht-Zandvliet-Lillo,5708312040,,, , ,,,,,,,120.423312500967
10292,-9, ,-9, ,2030,Antwerpen,1247182030,,, , ,,,,,,,27.4393488342339
10293,-9, ,-9, ,2100,Deurne,11025932100,,, , ,,,,,,,50.3672697899422
10294,-9, ,-9, ,2050,Antwerpen,4284672050,,, , ,,,,,,,376.018726856058
10295,-9, ,-9, ,2040,Berendrecht-Zandvliet-Lillo,5605332040,,, , ,,,,,,,207.316289761607
10296,-9, ,-9, ,2040,Berendrecht-Zandvliet-Lillo,5335622040,,, , ,,,,,,,119.381518534272
10297,-9, ,-9, ,2040,Berendrecht-Zandvliet-Lillo,5509682040,,, , ,,,,,,,56.7210920594446
10298,-9, ,-9, ,2610,Wilrijk,11020102610,,, , ,,,,,,,103.639257212382
10299,-9, ,-9, ,2040,Berendrecht-Zandvliet-Lillo,10479582040,,, , ,,,,,,,92.9643188469693
10300,-9, ,-9, ,2170,Merksem,9843902170,,, , ,,,,,,,59.8875685504682
10301,-9, ,-9, ,2610,Wilrijk,4316382610,,, , ,,,,,,,19.7956720366437
10302,-9, ,-9, ,2030,Antwerpen,5502042030,,, , ,,,,,,,17.8448198100607
10303,-9, ,-9, ,2030,Antwerpen,4959752030,,, , ,,,,,,,37.6609659742727
10304,-9, ,-9, ,2050,Antwerpen,11021092050,,, , ,,,,,,,166.280097921987
10305,-9, ,-9, ,2180,Ekeren,11239562180,,, , ,,,,,,,10.7276785224268
10306,-9, ,-9, ,2610,Wilrijk,5373052610,,, , ,,,,,,,109.524656996758
10307,-9, ,-9, ,2030,Antwerpen,1283092030,,, , ,,,,,,,29.3231057170053
10308,-9, ,-9, ,2100,Deurne,1203792100,,, , ,,,,,,,28.0155279985119
10309,-9, ,-9, ,2100,Deurne,1005352100,,, , ,,,,,,,134.317845590665
10310,-9, ,-9, ,2180,Ekeren,1203242180,,, , ,,,,,,,51.6794551269381
10311,-9, ,-9, ,2040,Berendrecht-Zandvliet-Lillo,1419352040,,, , ,,,,,,,119.101361158517
10312,-9, ,-9, ,2100,Deurne,11014142100,,, , ,,,,,,,12.1016949825132
10313,-9, ,-9, ,2060,Antwerpen,11040452060,,, , ,,,,,,,8.82875146707067
10314,-9, ,-9, ,2018,Antwerpen,9840982018,,, , ,,,,,,,5.32500943222814
10315,-9, ,-9, ,2020,Antwerpen,1277962020,,, , ,,,,,,,96.9024488710293
10316,-9, ,-9, ,2660,Hoboken,1217102660,,, , ,,,,,,,48.2295021260048
10317,-9, ,-9, ,2050,Antwerpen,11031142050,,, , ,,,,,,,503.482670204325
10318,-9, ,-9, ,2030,Antwerpen,1246642030,,, , ,,,,,,,34.7952838754877
10319,-9, ,-9, ,2660,Hoboken,11035192660,,, , ,,,,,,,22.811715734265
10320,-9, ,-9, ,2040,Berendrecht-Zandvliet-Lillo,5554862040,,, , ,,,,,,,53.7692082260666
10321,-9, ,-9, ,2180,Ekeren,5643302180,,, , ,,,,,,,15.2255934287591
10322,-9, ,-9, ,2040,Berendrecht-Zandvliet-Lillo,4240182040,,, , ,,,,,,,137.95975646332
10323,-9, ,-9, ,2610,Wilrijk,4715292610,,, , ,,,,,,,25.5398791288593
10324,-9, ,-9, ,2018,Antwerpen,5453022018,,, , ,,,,,,,49.5474225350993
10325,-9, ,-9, ,2170,Merksem,1126582170,,, , ,,,,,,,30.5779383741009
10326,-9, ,-9, ,2040,Berendrecht-Zandvliet-Lillo,935392040,,, , ,,,,,,,108.711215217591
10327,-9, ,-9, ,2180,Ekeren,771932180,,, , ,,,,,,,77.82170789379
10328,-9, ,-9, ,2050,Antwerpen,1397282050,,, , ,,,,,,,57.6731749640994
10329,-9, ,-9, ,2170,Merksem,9844452170,,, , ,,,,,,,72.7904592760533
10330,-9, ,-9, ,2100,Deurne,11044232100,,, , ,,,,,,,60.868600325824
10331,-9, ,-9, ,2000,Antwerpen,9847662000,,, , ,,,,,,,41.421145555537
10332,-9, ,-9, ,2040,Berendrecht-Zandvliet-Lillo,4928482040,,, , ,,,,,,,31.8561738665514
10333,-9, ,-9, ,2600,Berchem,1170572600,,, , ,,,,,,,15.5277037947457
10334,-9, ,-9, ,2050,Antwerpen,11034782050,,, , ,,,,,,,50.2182257346226
10335,-9, ,-9, ,2100,Deurne,11013232100,,, , ,,,,,,,36.1089970239964
10336,-9, ,-9, ,2100,Deurne,11026082100,,, , ,,,,,,,9.41527783284182
10337,-9, ,-9, ,2050,Antwerpen,11043122050,,, , ,,,,,,,350.557354765944
10338,-9, ,-9, ,2040,Berendrecht-Zandvliet-Lillo,5340272040,,, , ,,,,,,,123.654418721819
10339,-9, ,-9, ,2610,Wilrijk,9842512610,,, , ,,,,,,,45.3450430341722
10340,-9, ,-9, ,2020,Antwerpen,4709982020,,, , ,,,,,,,103.85611946884
10341,-9, ,-9, ,2050,Antwerpen,11033842050,,, , ,,,,,,,50.8879462387858
10342,-9, ,-9, ,2040,Berendrecht-Zandvliet-Lillo,5677022040,,, , ,,,,,,,154.905711626466
10343,-9, ,-9, ,2040,Berendrecht-Zandvliet-Lillo,5357702040,,, , ,,,,,,,100.750645475726
10344,-9, ,-9, ,2000,Antwerpen,11042102000,,, , ,,,,,,,24.9326689490376
10345,-9, ,-9, ,2610,Wilrijk,5577442610,,, , ,,,,,,,27.7194014188199
10346,-9, ,-9, ,2040,Berendrecht-Zandvliet-Lillo,4362312040,,, , ,,,,,,,106.469333377619
10347,-9, ,-9, ,2170,Merksem,1250552170,,, , ,,,,,,,87.5511953874607
10348,-9, ,-9, ,2610,Wilrijk,1283752610,,, , ,,,,,,,122.323427232657
10349,-9, ,-9, ,2170,Merksem,10561702170,,, , ,,,,,,,9.99557743422863
10350,-9, ,-9, ,2030,Antwerpen,4777502030,,, , ,,,,,,,169.542952028903
10351,-9, ,-9, ,2170,Merksem,11033682170,,, , ,,,,,,,12.9292811921995
10352,-9, ,-9, ,2600,Berchem,11012722600,,, , ,,,,,,,63.3748878513558
10353,-9, ,-9, ,2660,Hoboken,880672660,,, , ,,,,,,,54.2371094894745
10354,-9, ,-9, ,2000,Antwerpen,11040022000,,, , ,,,,,,,11.6965277059057
10355,-9, ,-9, ,2180,Ekeren,11300992180,,, , ,,,,,,,25.3418462168114
10356,-9, ,-9, ,2040,Berendrecht-Zandvliet-Lillo,4751752040,,, , ,,,,,,,14.3210585247411
